episode,reward,critic_loss,actor_loss,alpha
0,41.8492430952381,74.65940526326497,-2.8998059024413427,4.539993096841499e-05
1,2.6371583796028535,9.641377592086792,-4.88641083240509,4.539993096841499e-05
2,29.76545,12.423093223571778,-7.580989424387614,4.539993096841499e-05
3,14.180766666666669,14.340011183420817,-9.576459280649821,4.539993096841499e-05
4,16.82485666666667,15.742675749460856,-10.934706528981527,4.539993096841499e-05
5,55.61408333333333,16.92365109125773,-12.152556069691975,4.539993096841499e-05
6,8.047537499999999,19.059892336527508,-13.05956776936849,4.539993096841499e-05
7,38.81507408008658,17.941641934712727,-13.652548027038574,4.539993096841499e-05
8,5.304531578947369,21.239613501230874,-14.610529963175455,4.539993096841499e-05
9,12.425726666666666,25.74031442006429,-15.619910717010498,4.539993096841499e-05
10,33.15939999999999,28.224055671691893,-15.790257136027018,4.539993096841499e-05
11,37.69507999999999,27.211295382181802,-16.34035367965698,4.539993096841499e-05
12,19.037238095238095,28.23766695658366,-16.54496472676595,4.539993096841499e-05
13,8.787685714285715,26.948170852661132,-16.90846118927002,4.539993096841499e-05
14,30.417287087912097,27.750891304016115,-17.08938325246175,4.539993096841499e-05
15,31.370908333333336,30.268673451741538,-17.64469394683838,4.539993096841499e-05
16,31.15882948717949,37.6051331837972,-18.280670356750488,4.539993096841499e-05
17,31.06605,36.15390504201253,-18.601063028971353,4.539993096841499e-05
18,31.233025,36.1461301167806,-18.77192185719808,4.539993096841499e-05
19,30.579226666666667,37.249112892150876,-19.06434294382731,4.539993096841499e-05
20,37.501609935897434,34.25381603240967,-19.034816678365072,4.539993096841499e-05
21,37.87497142857143,35.391692860921225,-19.315656153361,4.539993096841499e-05
22,21.087699908424906,38.122263526916505,-19.790223821004233,4.539993096841499e-05
23,55.722227272727274,40.292164929707845,-20.58047752380371,4.539993096841499e-05
24,15.27,40.85951951344808,-20.78089911142985,4.539993096841499e-05
25,7.8866,48.26396395365397,-21.42732925415039,4.539993096841499e-05
26,32.44215,46.85334752400716,-21.517915153503417,4.539993096841499e-05
27,33.54002,43.125686963399254,-21.700492032368977,4.539993096841499e-05
28,57.88011666666666,52.52488505045573,-22.108248011271158,4.539993096841499e-05
29,22.885839423076924,49.189474487304686,-22.50169417063395,4.539993096841499e-05
30,15.578141666666665,98.12809104919434,-22.919386863708496,4.539993096841499e-05
31,43.936616666666666,92.87478802998861,-23.500732103983562,4.539993096841499e-05
32,20.430942380952374,85.19404754638671,-24.062768427530923,4.539993096841499e-05
33,29.513133333333332,86.24010213216145,-24.118633143107097,4.539993096841499e-05
34,18.347028333333327,91.92161776224772,-24.655710156758627,4.539993096841499e-05
35,48.199450000000006,83.18163312276205,-25.00194091796875,4.539993096841499e-05
36,19.70732,98.20086034138997,-25.83488114674886,4.539993096841499e-05
37,20.144816666666664,86.91555099487304,-26.06460520426432,4.539993096841499e-05
38,35.131775000000005,115.26671257019044,-26.068744214375815,4.539993096841499e-05
39,33.48023333333333,148.05091565450033,-26.543547948201496,4.539993096841499e-05
40,15.468939166666667,129.11929092407226,-26.482880083719888,4.539993096841499e-05
41,6.865960000000001,95.99048538208008,-26.83191032409668,4.539993096841499e-05
42,19.712766666666667,100.40868288675944,-27.841268984476724,4.539993096841499e-05
43,17.233013409090905,117.9455451965332,-27.736187744140626,4.539993096841499e-05
44,16.792210000000004,140.2041094462077,-28.396366945902507,4.539993096841499e-05
45,30.91372666666667,111.14795125325521,-28.765395164489746,4.539993096841499e-05
46,49.59525,119.07197443644206,-28.747849146525066,4.539993096841499e-05
47,63.94041666666667,130.5514709472656,-29.547902043660482,4.539993096841499e-05
48,9.378207142857143,131.3567901611328,-30.37847073872884,4.539993096841499e-05
49,54.89885000000001,145.5943499247233,-30.88890126546224,4.539993096841499e-05
50,32.839789999999994,124.60265986124675,-30.833779843648276,4.539993096841499e-05
51,138.45539871794873,120.16728897094727,-30.99264291127523,4.539993096841499e-05
52,93.61744428571427,118.36513748168946,-31.26702372233073,4.539993096841499e-05
53,54.286766666666665,134.8806905110677,-31.368045552571616,4.539993096841499e-05
54,58.24799166666665,139.58838068644206,-31.99206409454346,4.539993096841499e-05
55,128.93614166666669,130.8519078572591,-31.534203974405923,4.539993096841499e-05
56,21.000183333333325,121.15562286376954,-32.29109128316244,4.539993096841499e-05
57,77.19273749999999,139.6065559387207,-32.92159881591797,4.539993096841499e-05
58,194.7040833333333,127.84057820638021,-33.54085642496745,4.539993096841499e-05
59,154.03261666666668,140.00434850056965,-32.648470942179365,4.539993096841499e-05
60,47.39089999999999,146.52936731974285,-33.65386015574138,4.539993096841499e-05
61,22.818553333333334,134.00403010050456,-33.15532366434733,4.539993096841499e-05
62,30.041208333333334,131.89299240112305,-33.31300315856934,4.539993096841499e-05
63,159.88029999999998,140.94203389485676,-33.67452983856201,4.539993096841499e-05
64,78.89226666666666,140.14233322143554,-34.25994167327881,4.539993096841499e-05
65,260.41711666666663,146.72796249389648,-33.9837584177653,4.539993096841499e-05
66,304.30219999999997,141.94130528767903,-34.40418548583985,4.539993096841499e-05
67,75.06049999999999,145.34857432047525,-35.130911127726236,4.539993096841499e-05
